time;latitude;longitude;HSW
2022-12-28T12:00:00;-6.31;112.27;1.76
2022-12-28T18:00:00;-6.21;111.8;1.82
2022-12-28T18:00:00;-6.22;112.04;1.77
2022-12-28T18:00:00;-6.26;112.2;1.91
2022-12-28T18:00:00;-6.31;112.27;1.81
2022-12-29T00:00:00;-6.21;111.8;2.07
2022-12-29T00:00:00;-6.22;112.04;2.18
2022-12-29T00:00:00;-6.26;112.2;2.14
2022-12-29T00:00:00;-6.31;112.27;2.04
2022-12-29T06:00:00;-6.21;111.8;2.40
2022-12-29T06:00:00;-6.22;112.04;2.48
2022-12-29T06:00:00;-6.26;112.2;2.38
2022-12-29T06:00:00;-6.31;112.27;2.39
2022-12-29T12:00:00;-6.21;111.8;2.13
2022-12-29T12:00:00;-6.22;112.04;2.13
2022-12-29T12:00:00;-6.26;112.2;2.21
2022-12-29T12:00:00;-6.31;112.27;2.12
2022-12-29T18:00:00;-6.21;111.8;2.11
2022-12-29T18:00:00;-6.22;112.04;2.18
2022-12-29T18:00:00;-6.26;112.2;2.2
2022-12-29T18:00:00;-6.31;112.27;2.15
2022-12-30T00:00:00;-6.21;111.8;2.12
2022-12-30T00:00:00;-6.22;112.04;2.13
2022-12-30T00:00:00;-6.26;112.2;2.35
2022-12-30T00:00:00;-6.31;112.27;2.25
2022-12-30T06:00:00;-6.21;111.8;1.96
2022-12-30T06:00:00;-6.22;112.04;2.05
2022-12-30T06:00:00;-6.26;112.2;2.27
2022-12-30T06:00:00;-6.31;112.27;2.22
2022-12-30T12:00:00;-6.21;111.8;1.81
2022-12-30T12:00:00;-6.22;112.04;1.88
2022-12-30T12:00:00;-6.26;112.2;2.01
2022-12-30T12:00:00;-6.31;112.27;1.97
2022-12-30T18:00:00;-6.21;111.8;1.68
2022-12-30T18:00:00;-6.22;112.04;1.71
2022-12-30T18:00:00;-6.26;112.2;1.83
2022-12-30T18:00:00;-6.31;112.27;1.86
2022-12-31T00:00:00;-6.21;111.8;1.88
2022-12-31T00:00:00;-6.22;112.04;1.82
2022-12-31T00:00:00;-6.26;112.2;1.96
2022-12-31T00:00:00;-6.31;112.27;1.94
2022-12-31T06:00:00;-6.21;111.8;2.24
2022-12-31T06:00:00;-6.22;112.04;2.22
2022-12-31T06:00:00;-6.26;112.2;2.40
2022-12-31T06:00:00;-6.31;112.27;2.23
2022-12-31T12:00:00;-6.21;111.8;2.11
2022-12-31T12:00:00;-6.22;112.04;2.12
2022-12-31T12:00:00;-6.26;112.2;2.28
2022-12-31T12:00:00;-6.31;112.27;2.19
2022-12-31T18:00:00;-6.21;111.8;2.02
2022-12-31T18:00:00;-6.22;112.04;2.0
2022-12-31T18:00:00;-6.26;112.2;2.15
2022-12-31T18:00:00;-6.31;112.27;2.1
2023-01-01T00:00:00;-6.21;111.8;2.06
2023-01-01T00:00:00;-6.22;112.04;2.01
2023-01-01T00:00:00;-6.26;112.2;2.38
